"","Group.1","x","quadrat_abund[-1, 2]","plot_presence[-1, 1]"
"1","ACHTHU",0.00899100899100899,0.3996003996004,4.90196078431373
"2","AGOGLA",0.0024975024975025,0.24975024975025,1.96078431372549
"3","ALYDES",0.0539460539460539,2.44755244755245,3.92156862745098
"4","AMEUTA",0.051948051948052,0.44955044955045,1.96078431372549
"5","ANTDIM",0.00949050949050949,0.749250749250749,5.88235294117647
"6","ARADIV",0.0004995004995005,0.04995004995005,0.980392156862745
"7","ARAHOL",0.015984015984016,1.24875124875125,13.7254901960784
"8","ARASPA",0.0014985014985015,0.14985014985015,0.980392156862745
"9","AREKIN",0.0804195804195804,3.04695304695305,14.7058823529412
"10","ARTARB",1.63486513486513,12.9370629370629,43.1372549019608
"11","ARTTRIV",1.76223776223776,9.49050949050949,36.2745098039216
"12","ARTTRIW",0.471528471528472,2.8971028971029,14.7058823529412
"13","ASTCAL",0.0014985014985015,0.14985014985015,1.96078431372549
"14","ASTFIL",0.00949050949050949,0.4995004995005,6.86274509803922
"15","ASTOOP",0.020979020979021,0.899100899100899,5.88235294117647
"16","ASTPUR",0.0244755244755245,2.24775224775225,17.6470588235294
"17","BALSAG",0.023976023976024,0.649350649350649,6.86274509803922
"18","BROTEC",0.957542457542458,14.5854145854146,47.0588235294118
"19","CASLIN",0.0004995004995005,0.04995004995005,0.980392156862745
"20","CAUCRA",0.0004995004995005,0.04995004995005,0.980392156862745
"21","CHADOU",0.0004995004995005,0.04995004995005,0.980392156862745
"22","CHOTEN",0.000999000999000999,0.0999000999000999,0.980392156862745
"23","CHRDEP",0.0034965034965035,0.0999000999000999,0.980392156862745
"24","CHRVIS",0.143356643356643,1.998001998002,9.80392156862745
"25","COLPAR",0.021978021978022,1.0989010989011,3.92156862745098
"26","COLTIN",0.00699300699300699,0.549450549450549,2.94117647058824
"27","CREACU",0.004995004995005,0.34965034965035,5.88235294117647
"28","CRYCIN",0.000999000999000999,0.0999000999000999,0.980392156862745
"29","CRYFLA",0.0254745254745255,1.64835164835165,8.82352941176471
"30","CRYWAT",0.003996003996004,0.2997002997003,1.96078431372549
"31","DESPIN",0.032967032967033,1.5984015984016,13.7254901960784
"32","ELYELY",0.142357642357642,7.04295704295704,48.0392156862745
"33","EPHVIR",0.161338661338661,1.54845154845155,17.6470588235294
"34","ERIAPH",0.00549450549450549,0.34965034965035,3.92156862745098
"35","ERIARG",0.0014985014985015,0.14985014985015,0.980392156862745
"36","ERIBAI",0.000999000999000999,0.0999000999000999,1.96078431372549
"37","ERICAE",0.163836163836164,3.996003996004,17.6470588235294
"38","ERICON",0.000999000999000999,0.0999000999000999,0.980392156862745
"39","ERILAN",0.00599400599400599,0.2997002997003,1.96078431372549
"40","ERIMIC",0.01998001998002,1.0989010989011,10.7843137254902
"41","ERINAU",0.033966033966034,0.24975024975025,4.90196078431373
"42","ERIOVA",0.0004995004995005,0.04995004995005,0.980392156862745
"43","ERIUMB",0.0624375624375624,0.699300699300699,3.92156862745098
"44","ESCVIV",0.0024975024975025,0.1998001998002,1.96078431372549
"45","FESIDA",0.030969030969031,1.74825174825175,12.7450980392157
"46","GALAPA",0.052947052947053,0.549450549450549,2.94117647058824
"47","GAYDIF",0.002997002997003,0.14985014985015,0.980392156862745
"48","GILINC",0.0004995004995005,0.04995004995005,0.980392156862745
"49","HEUPAR",0.0014985014985015,0.04995004995005,0.980392156862745
"50","HOLDUM",0.016983016983017,0.14985014985015,1.96078431372549
"51","HYDCAP",0.003996003996004,0.2997002997003,1.96078431372549
"52","LEPPER",0.022977022977023,0.4995004995005,2.94117647058824
"53","LEPPUN",0.102897102897103,4.4955044955045,25.4901960784314
"54","LESKIN",0.048951048951049,1.24875124875125,2.94117647058824
"55","LEYCIN",0.108391608391608,0.599400599400599,3.92156862745098
"56","LUPARG",0.0034965034965035,0.14985014985015,1.96078431372549
"57","LUPBRE",0.002997002997003,0.2997002997003,2.94117647058824
"58","MACCAN",0.004995004995005,0.04995004995005,0.980392156862745
"59","MAHREP",0.00549450549450549,0.1998001998002,0.980392156862745
"60","MELBUL",0.00749250749250749,0.04995004995005,0.980392156862745
"61","MEROBL",0.00599400599400599,0.3996003996004,2.94117647058824
"62","OPUPOL",0.0154845154845155,0.1998001998002,2.94117647058824
"63","PACMUL",0.001998001998002,0.1998001998002,2.94117647058824
"64","PENEAT",0.0004995004995005,0.04995004995005,0.980392156862745
"65","PENKIN",0.0004995004995005,0.04995004995005,0.980392156862745
"66","PENSPE",0.0004995004995005,0.04995004995005,0.980392156862745
"67","PETPUM",0.0104895104895105,0.44955044955045,1.96078431372549
"68","PHLHOO",0.326673326673327,7.99200799200799,33.3333333333333
"69","PHLLON",0.0134865134865135,0.899100899100899,3.92156862745098
"70","POASEC",3.94355644355644,68.0819180819181,97.0588235294118
"71","POLDOU",0.0014985014985015,0.14985014985015,2.94117647058824
"72","PSESPI",0.226273726273726,4.99500499500499,14.7058823529412
"73","PURTRI",0.0554445554445554,0.24975024975025,1.96078431372549
"74","RANAND",0.0014985014985015,0.14985014985015,1.96078431372549
"75","RANTES",0.000999000999000999,0.0999000999000999,1.96078431372549
"76","RIBCER",0.0634365634365634,0.2997002997003,2.94117647058824
"77","SENINT",0.00899100899100899,0.4995004995005,2.94117647058824
"78","STEACA",0.206293706293706,5.0949050949051,15.6862745098039
"79","STRCOR",0.0214785214785215,1.3986013986014,7.84313725490196
"80","SYMORE",0.617882117882118,2.74725274725275,3.92156862745098
"81","SYSALT",0.00799200799200799,0.14985014985015,1.96078431372549
"82","TRIAND",0.0124875124875125,0.749250749250749,4.90196078431373
"83","Unknown",0.00599400599400599,0.24975024975025,2.94117647058824
"84","VIOPUR",0.000999000999000999,0.0999000999000999,1.96078431372549
"85","WYEMOL",0.000999000999000999,0.0999000999000999,0.980392156862745
"86","ZIGVEN",0.0004995004995005,0.04995004995005,0.980392156862745
